 -0.97999999999999998       -6.2749213177844113E-002
 -0.93999999999999995      -0.18725804695715442     
 -0.90000000000000002      -0.30881370947341502     
 -0.85999999999999999      -0.42549919531491198     
 -0.82000000000000006      -0.53547430466539381     
 -0.78000000000000003      -0.63700466435445824     
 -0.73999999999999999      -0.72848907995851109     
 -0.69999999999999996      -0.80848478759333575     
 -0.65999999999999992      -0.87573020716241157     
 -0.62000000000000000      -0.92916483822866769     
 -0.58000000000000007      -0.96794598473988802     
 -0.54000000000000004      -0.99146204484885647     
 -0.50000000000000000      -0.99934215623984146     
 -0.45999999999999996      -0.99146204484885647     
 -0.41999999999999998      -0.96794598473988791     
 -0.38000000000000000      -0.92916483822866769     
 -0.33999999999999997      -0.87573020716241134     
 -0.29999999999999999      -0.80848478759333564     
 -0.26000000000000001      -0.72848907995851098     
 -0.21999999999999997      -0.63700466435445802     
 -0.17999999999999999      -0.53547430466539392     
 -0.14000000000000001      -0.42549919531491187     
  -9.9999999999999978E-002 -0.30881370947341485     
  -5.9999999999999998E-002 -0.18725804695715409     
  -2.0000000000000018E-002  -6.2749213177843960E-002
   2.0000000000000018E-002   6.2749213177843960E-002
   6.0000000000000053E-002  0.18725804695715426     
  0.10000000000000009       0.30881370947341513     
  0.14000000000000001       0.42549919531491187     
  0.17999999999999994       0.53547430466539381     
  0.21999999999999997       0.63700466435445802     
  0.26000000000000001       0.72848907995851098     
  0.30000000000000004       0.80848478759333575     
  0.34000000000000008       0.87573020716241157     
  0.38000000000000012       0.92916483822866769     
  0.42000000000000004       0.96794598473988802     
  0.45999999999999996       0.99146204484885647     
  0.50000000000000000       0.99934215623984146     
  0.54000000000000004       0.99146204484885647     
  0.58000000000000007       0.96794598473988791     
  0.62000000000000011       0.92916483822866747     
  0.66000000000000003       0.87573020716241146     
  0.69999999999999996       0.80848478759333575     
  0.73999999999999999       0.72848907995851120     
  0.78000000000000003       0.63700466435445824     
  0.82000000000000006       0.53547430466539381     
  0.86000000000000010       0.42549919531491170     
  0.90000000000000002       0.30881370947341497     
  0.93999999999999995       0.18725804695715442     
  0.97999999999999998        6.2749213177844113E-002
